"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"10993635","Enfant","1","43","1","2015-11-01 22:04:19.0"
"10993635","Homme","1","28","1","2015-11-01 22:04:19.0"
"10993635","Homme","1","43","1","2015-11-01 22:04:19.0"
"10993664","Femme","1","36","1","2015-11-01 21:51:07.0"
"11008751","Enfant","1","38","1","2015-11-01 20:59:14.0"
"11008751","Femme","1","38","1","2015-11-01 20:59:14.0"
"11009292","Femme","1","38","1","2015-11-01 14:15:13.0"
"11014931","Femme","1","38","1","2015-11-01 15:26:02.0"
"11015450","Femme","1","40","1","2015-11-01 10:35:19.0"
"11016216","Femme","1","38","1","2015-11-01 18:52:06.0"
"11016216","Femme","1","44","1","2015-11-01 18:52:06.0"
"11016216","Homme","1","38","1","2015-11-01 18:52:06.0"
"11016216","Homme","1","44","1","2015-11-01 18:52:06.0"
"11016751","Femme","1","41","1","2015-11-01 07:48:06.0"
"11018340","Accessoires","1","41","1","2015-11-01 22:44:19.0"
"11018340","Homme","1","41","1","2015-11-01 22:44:19.0"
"11019549","Femme","2","37","1","2015-11-01 23:49:00.0"
"11025564","Femme","1","41","1","2015-11-01 10:32:05.0"
"11026833","Femme","4","37","3","2015-11-01 22:32:03.0"
"11028511","Femme","1","37","1","2015-11-01 17:48:13.0"
"11030462","Femme","5","37","5","2015-11-01 10:32:00.0"
"11030582","Femme","2","38","2","2015-11-01 11:40:09.0"
"11031695","Femme","1","38","1","2015-11-01 19:00:16.0"
"11033065","Accessoires","1","38","1","2015-11-01 19:35:03.0"
"11033065","Femme","1","38","1","2015-11-01 19:35:03.0"
"11076084","Femme","1","37","1","2015-11-01 20:58:09.0"
"11076899","Femme","1","37","1","2015-11-01 18:19:15.0"
"11084436","Femme","1","39","1","2015-11-01 18:22:01.0"
"11084522","Enfant","1","20","1","2015-11-01 16:06:12.0"
"11085898","Homme","1","43","1","2015-11-01 12:19:10.0"
"11086471","Homme","1","44","1","2015-11-01 17:22:08.0"
"11092136","Homme","2","41","1","2015-11-01 20:53:04.0"
"11092865","Sacs","1","","0","2015-11-01 19:47:04.0"
"11093865","Femme","1","41","1","2015-11-01 15:33:14.0"
"11095801","Femme","1","38","1","2015-11-01 21:43:13.0"
"11097225","Accessoires","3","39","1","2015-11-01 18:58:16.0"
"11110445","Femme","1","38","1","2015-11-01 13:59:19.0"
"11112137","Femme","1","38","1","2015-11-01 16:41:10.0"
"11113725","Femme","1","41","1","2015-11-01 18:59:02.0"
"11114504","Sacs","2","","0","2015-11-01 16:04:06.0"
"11115936","Femme","1","38","1","2015-11-01 16:24:02.0"
"11120081","Femme","1","38","1","2015-11-01 20:38:12.0"
"11123480","Femme","1","38","1","2015-11-01 14:07:01.0"
"11123533","Femme","1","38","1","2015-11-01 20:17:16.0"
"11124398","Homme","1","40","1","2015-11-01 22:30:08.0"
"11128908","Sacs","1","","0","2015-11-01 14:37:10.0"
"11132370","Femme","1","38","1","2015-11-01 11:12:15.0"
"11132370","Femme","1","42","1","2015-11-01 11:12:15.0"
"11132370","Homme","1","38","1","2015-11-01 11:12:15.0"
"11132370","Homme","1","42","1","2015-11-01 11:12:15.0"
"11135116","Homme","1","44","1","2015-11-01 17:36:06.0"
"11135191","Homme","1","42","1","2015-11-01 17:50:07.0"
"11135416","Femme","1","36","1","2015-11-01 18:27:03.0"
"11136761","Femme","1","37","1","2015-11-01 20:29:09.0"
"11136761","Femme","1","45","1","2015-11-01 20:29:09.0"
"11136761","Homme","1","37","1","2015-11-01 20:29:09.0"
"11136761","Homme","1","45","1","2015-11-01 20:29:09.0"
"11137433","Femme","1","38","1","2015-11-01 20:08:09.0"
"11137433","Enfant","1","38","1","2015-11-01 20:08:09.0"
"11138102","Enfant","2","34","1","2015-11-01 08:29:16.0"
"11143426","Femme","1","40","1","2015-11-01 15:51:09.0"
"11145536","Femme","1","39","1","2015-11-01 08:28:04.0"
"11146712","Homme","2","41","2","2015-11-01 17:12:08.0"
"11147114","Accessoires","2","39","1","2015-11-01 10:55:05.0"
"11147538","Femme","1","","0","2015-11-01 14:50:12.0"
"11149861","Femme","3","37","3","2015-11-01 23:12:01.0"
"11150744","Femme","2","35","2","2015-11-01 15:05:16.0"
"11153930","Enfant","1","35","1","2015-11-01 21:22:05.0"
"11153930","Enfant","1","39","1","2015-11-01 21:22:05.0"
"11153930","Femme","1","35","1","2015-11-01 21:22:05.0"
"11153930","Femme","1","39","1","2015-11-01 21:22:05.0"
"11157580","Enfant","1","35","1","2015-11-01 20:31:17.0"
"11160709","Femme","1","40","1","2015-11-01 18:02:19.0"
"11166806","Enfant","1","37","1","2015-11-01 08:42:17.0"
"11166806","Femme","1","37","1","2015-11-01 08:42:17.0"
"11169318","Femme","1","36","1","2015-11-01 11:33:09.0"
"11169465","Homme","1","43","1","2015-11-01 18:31:12.0"
"11176715","Femme","1","42","1","2015-11-01 18:53:10.0"
"11176715","Sacs","1","42","1","2015-11-01 18:53:10.0"
"11176887","Femme","1","39","1","2015-11-01 18:11:07.0"
"11177021","Accessoires","1","38","1","2015-11-01 13:05:06.0"
"11177021","Femme","1","38","1","2015-11-01 13:05:06.0"
"11178517","Accessoires","2","39","1","2015-11-01 14:53:02.0"
"11180077","Enfant","1","29","1","2015-11-01 18:06:11.0"
"11181834","Enfant","1","37","1","2015-11-01 20:46:12.0"
"11182985","Femme","1","38","1","2015-11-01 16:47:11.0"
"11185450","Femme","2","39","2","2015-11-01 18:23:02.0"
"11187378","Enfant","2","32","2","2015-11-01 20:32:10.0"
"11192845","Homme","1","44","1","2015-11-01 20:02:17.0"
"11199969","Femme","3","37","3","2015-11-01 14:36:10.0"
"11208353","Femme","1","38","1","2015-11-01 15:11:11.0"
"11209104","Femme","1","40","1","2015-11-01 11:05:02.0"
"11219922","Femme","1","39","1","2015-11-01 18:17:13.0"
"11222338","Femme","1","39","1","2015-11-01 19:21:19.0"
"11225196","Femme","2","39","2","2015-11-01 11:10:07.0"
"11228002","Homme","2","41","2","2015-11-01 09:48:02.0"
"11228640","Femme","1","37","1","2015-11-01 19:33:18.0"
"11228640","Accessoires","1","37","1","2015-11-01 19:33:18.0"
"11235182","Accessoires","1","44","1","2015-11-01 20:25:10.0"
"11235182","Homme","1","44","1","2015-11-01 20:25:10.0"
"11235182","Femme","1","44","1","2015-11-01 20:25:10.0"
"11236095","Accessoires","1","38","1","2015-11-01 18:32:16.0"
"11236095","Femme","1","38","1","2015-11-01 18:32:16.0"
"11242501","Femme","1","41","1","2015-11-01 09:23:06.0"
"11243307","Femme","1","38","1","2015-11-01 16:57:03.0"
"11245531","Femme","1","37","1","2015-11-01 12:18:02.0"
"11246523","Enfant","1","31","1","2015-11-01 18:03:10.0"
"11247952","Femme","1","38","1","2015-11-01 09:06:08.0"
"11254958","Homme","1","41","1","2015-11-01 13:47:00.0"
"11257330","Femme","1","41","1","2015-11-01 19:48:18.0"
"11258193","Accessoires","1","43","1","2015-11-01 08:44:04.0"
"11258193","Homme","1","43","1","2015-11-01 08:44:04.0"
"11260111","Femme","1","","0","2015-11-01 20:09:10.0"
"11261469","Enfant","1","35","1","2015-11-01 22:41:14.0"
"11264605","Homme","2","45","1","2015-11-01 22:39:05.0"
"11268694","Homme","1","43","1","2015-11-01 20:42:15.0"
"11271715","Femme","1","40","1","2015-11-01 22:01:12.0"
"11271922","Enfant","2","27","1","2015-11-01 13:21:03.0"
"11271922","Enfant","2","43","1","2015-11-01 13:21:03.0"
"11273596","Femme","1","36","1","2015-11-01 18:46:16.0"
"11274507","Enfant","2","28","1","2015-11-01 18:08:09.0"
"11274507","Enfant","2","41","1","2015-11-01 18:08:09.0"
"11274507","Enfant","2","38","1","2015-11-01 18:08:09.0"
"11274507","Enfant","2","30","1","2015-11-01 18:08:09.0"
"11274507","Homme","2","28","1","2015-11-01 18:08:09.0"
"11274507","Homme","2","41","1","2015-11-01 18:08:09.0"
"11274507","Homme","2","38","1","2015-11-01 18:08:09.0"
"11274507","Homme","2","30","1","2015-11-01 18:08:09.0"
"11274507","Femme","2","28","1","2015-11-01 18:08:09.0"
"11274507","Femme","2","41","1","2015-11-01 18:08:09.0"
"11274507","Femme","2","38","1","2015-11-01 18:08:09.0"
"11274507","Femme","2","30","1","2015-11-01 18:08:09.0"
"11275850","Femme","3","39","3","2015-11-01 22:14:02.0"
"11277698","Femme","1","39","1","2015-11-01 09:08:00.0"
"11280065","Femme","1","41","1","2015-11-01 20:30:12.0"
"11280065","Femme","1","38","1","2015-11-01 20:30:12.0"
"11280065","Homme","1","41","1","2015-11-01 20:30:12.0"
"11280065","Homme","1","38","1","2015-11-01 20:30:12.0"
"11281216","Femme","1","36","1","2015-11-01 21:46:01.0"
"11283088","Enfant","1","31","1","2015-11-01 21:12:14.0"
"11283088","Enfant","1","40","1","2015-11-01 21:12:14.0"
"11283088","Homme","1","31","1","2015-11-01 21:12:14.0"
"11283088","Homme","1","40","1","2015-11-01 21:12:14.0"
"11286764","Femme","1","36","1","2015-11-01 01:12:16.0"
"11291238","Femme","1","","0","2015-11-01 20:16:14.0"
"11293353","Femme","2","37","1","2015-11-01 22:23:14.0"
"11293353","Femme","2","38","1","2015-11-01 22:23:14.0"
"11294083","Homme","2","44","2","2015-11-01 20:40:09.0"
"11294691","Homme","1","44","1","2015-11-01 11:10:05.0"
"11297916","Homme","2","45","2","2015-11-01 15:32:01.0"
"11298217","Femme","2","39","1","2015-11-01 18:54:00.0"
"11298217","Femme","2","40","1","2015-11-01 18:54:00.0"
"11300154","Femme","2","39","2","2015-11-01 10:48:11.0"
"11302212","Femme","1","39","1","2015-11-01 22:33:09.0"
"11318914","Homme","1","43","1","2015-11-01 10:23:14.0"
"11327431","Femme","1","36","1","2015-11-01 21:41:15.0"
"11330101","Accessoires","1","","0","2015-11-01 18:19:18.0"
"11332518","Enfant","1","23","1","2015-11-01 22:23:12.0"
"11332518","Enfant","1","41","1","2015-11-01 22:23:12.0"
"11332518","Homme","1","23","1","2015-11-01 22:23:12.0"
"11332518","Homme","1","41","1","2015-11-01 22:23:12.0"
"11333505","Femme","2","37","2","2015-11-01 11:38:07.0"
"11334246","Femme","1","41","1","2015-11-01 16:43:02.0"
"11334246","Sacs","1","41","1","2015-11-01 16:43:02.0"
"11335222","Femme","1","42","1","2015-11-01 21:43:11.0"
"11336041","Femme","1","","0","2015-11-01 18:32:18.0"
"11336145","Femme","1","38","1","2015-11-01 18:12:10.0"
"11342174","Femme","1","39","1","2015-11-01 10:35:13.0"
"11343612","Accessoires","1","42","1","2015-11-01 18:55:19.0"
"11343612","Homme","1","42","1","2015-11-01 18:55:19.0"
"11345171","Femme","1","36","1","2015-11-01 21:58:17.0"
"11351490","Femme","1","36","1","2015-11-01 14:22:16.0"
"11351490","Femme","1","40","1","2015-11-01 14:22:16.0"
"11351490","Homme","1","36","1","2015-11-01 14:22:16.0"
"11351490","Homme","1","40","1","2015-11-01 14:22:16.0"
"11351710","Femme","1","39","1","2015-11-01 10:54:13.0"
"11355223","Femme","1","37","1","2015-11-01 16:58:08.0"
"11356418","Femme","2","39","2","2015-11-01 09:32:15.0"
"11359956","Femme","1","40","1","2015-11-01 18:48:13.0"
"11361143","Femme","1","36","1","2015-11-01 00:05:01.0"
"11370316","Accessoires","1","39","1","2015-11-01 09:16:04.0"
"11370316","Femme","1","39","1","2015-11-01 09:16:04.0"
"11371151","Femme","1","38","1","2015-11-01 13:30:14.0"
"11375681","Femme","1","36","1","2015-11-01 17:19:16.0"
"11376600","Femme","1","39","1","2015-11-01 23:11:05.0"
"11377118","Femme","1","37","1","2015-11-01 20:53:04.0"
"11386463","Homme","1","42","1","2015-11-01 19:48:09.0"
"11387531","Homme","1","42","1","2015-11-01 20:55:08.0"
"11389299","Femme","1","39","1","2015-11-01 09:46:07.0"
"11389750","Enfant","2","26","1","2015-11-01 09:51:16.0"
"11389750","Enfant","2","25","1","2015-11-01 09:51:16.0"
"11390469","Femme","1","40","1","2015-11-01 11:46:16.0"
"11393264","Femme","1","40","1","2015-11-01 15:32:00.0"
"11401003","Femme","1","42","1","2015-11-01 09:42:00.0"
"11401003","Femme","1","43","1","2015-11-01 09:42:00.0"
"11401003","Homme","1","42","1","2015-11-01 09:42:00.0"
"11401003","Homme","1","43","1","2015-11-01 09:42:00.0"
"11406402","Accessoires","1","","0","2015-11-01 14:36:15.0"
"11418194","Femme","1","39","1","2015-11-01 12:35:08.0"
"11420820","Homme","1","42","1","2015-11-01 08:29:06.0"
"11424965","Femme","1","38","1","2015-11-01 18:10:01.0"
"11430094","Femme","1","38","1","2015-11-01 20:37:16.0"
"11431394","Femme","1","37","1","2015-11-01 20:50:01.0"
"11431948","Enfant","1","43","1","2015-11-01 21:35:09.0"
"11431948","Enfant","1","38","1","2015-11-01 21:35:09.0"
"11431948","Enfant","1","32","1","2015-11-01 21:35:09.0"
"11431948","Homme","1","43","1","2015-11-01 21:35:09.0"
"11431948","Homme","1","38","1","2015-11-01 21:35:09.0"
"11431948","Homme","1","32","1","2015-11-01 21:35:09.0"
"11431948","Femme","1","43","1","2015-11-01 21:35:09.0"
"11431948","Femme","1","38","1","2015-11-01 21:35:09.0"
"11431948","Femme","1","32","1","2015-11-01 21:35:09.0"
"11441233","Homme","1","43","1","2015-11-01 08:10:09.0"
"11441759","Femme","3","37","2","2015-11-01 09:35:00.0"
"11452715","Femme","2","37","1","2015-11-01 11:37:14.0"
"11453108","Homme","1","42","1","2015-11-01 12:19:12.0"
"11457344","Femme","1","39","1","2015-11-01 14:48:19.0"
"11477890","Homme","1","39","1","2015-11-01 15:56:15.0"
"11492780","Homme","1","44","1","2015-11-01 19:12:05.0"
"11493709","Femme","1","40","1","2015-11-01 11:17:19.0"
"11498070","Enfant","1","31","1","2015-11-01 08:23:05.0"
"11503000","Femme","2","38","2","2015-11-01 08:26:14.0"
"11504332","Femme","1","36","1","2015-11-01 06:46:14.0"
"11509493","Femme","2","39","2","2015-11-01 12:42:04.0"
"11516305","Femme","2","40","1","2015-11-01 22:00:09.0"
"11516305","Femme","2","41","1","2015-11-01 22:00:09.0"
"11517173","Homme","2","47","2","2015-11-01 19:23:05.0"
"11518639","Enfant","1","35","1","2015-11-01 08:23:18.0"
"11519829","Enfant","2","31","1","2015-11-01 10:10:04.0"
"11519829","Enfant","2","34","1","2015-11-01 10:10:04.0"
"11520711","Accessoires","2","44","1","2015-11-01 18:15:17.0"
"11524693","Femme","1","39","1","2015-11-01 21:28:12.0"
"11525378","Femme","2","40","2","2015-11-01 13:49:11.0"
"11529858","Femme","1","39","1","2015-11-01 11:47:09.0"
"11529858","Femme","1","41","1","2015-11-01 11:47:09.0"
"11529858","Homme","1","39","1","2015-11-01 11:47:09.0"
"11529858","Homme","1","41","1","2015-11-01 11:47:09.0"
"11532719","Homme","1","","0","2015-11-01 20:45:16.0"
"11535434","Homme","1","44","1","2015-11-01 10:55:05.0"
"11536677","Enfant","4","31","2","2015-11-01 20:01:14.0"
"11536677","Enfant","4","35","2","2015-11-01 20:01:14.0"
"11538309","Femme","1","36","1","2015-11-01 20:58:07.0"
"11539231","Enfant","1","35","1","2015-11-01 09:44:06.0"
"11541952","Femme","1","40","1","2015-11-01 00:28:11.0"
"11542263","Femme","2","42","1","2015-11-01 10:25:19.0"
"11542263","Femme","2","41","1","2015-11-01 10:25:19.0"
"11543521","Femme","2","39","1","2015-11-01 21:57:19.0"
"11543521","Femme","2","40","1","2015-11-01 21:57:19.0"
"11544285","Femme","1","40","1","2015-11-01 20:13:11.0"
"11545763","Femme","3","38","3","2015-11-01 12:03:13.0"
"11547858","Enfant","2","25","1","2015-11-01 12:18:14.0"
"11547858","Enfant","2","26","1","2015-11-01 12:18:14.0"
"11550018","Femme","3","37","2","2015-11-01 20:00:05.0"
"11550186","Femme","1","36","1","2015-11-01 15:30:07.0"
"11555360","Femme","1","39","1","2015-11-01 10:02:04.0"
"11559900","Homme","3","43","3","2015-11-01 12:33:08.0"
"11560287","Femme","1","40","1","2015-11-01 11:32:08.0"
"11561318","Femme","2","33","1","2015-11-01 21:14:01.0"
"11561318","Femme","2","43","1","2015-11-01 21:14:01.0"
"11564453","Femme","5","42","5","2015-11-01 16:58:14.0"
"11567663","Femme","1","38","1","2015-11-01 17:36:16.0"
"11568172","Femme","1","39","1","2015-11-01 10:23:16.0"
"11568665","Femme","1","37","1","2015-11-01 16:21:12.0"
"11570141","Femme","1","37","1","2015-11-01 12:17:11.0"
"11575622","Homme","1","39","1","2015-11-01 18:27:14.0"
"11575956","Enfant","1","33","1","2015-11-01 17:05:10.0"
"11577765","Femme","1","40","1","2015-11-01 16:08:17.0"
"11580158","Accessoires","7","","0","2015-11-01 23:18:03.0"
"11585613","Homme","2","44","1","2015-11-01 12:48:17.0"
"11585613","Homme","2","45","1","2015-11-01 12:48:17.0"
"11587385","Femme","1","36","1","2015-11-01 23:40:09.0"
"11594841","Homme","1","41","1","2015-11-01 00:19:09.0"
"11596076","Femme","1","36","1","2015-11-01 12:34:01.0"
"11597624","Femme","3","37","3","2015-11-01 10:30:19.0"
"11610716","Homme","1","43","1","2015-11-01 16:46:09.0"
"11611083","Femme","1","26","1","2015-11-01 10:07:05.0"
"11611083","Femme","1","39","1","2015-11-01 10:07:05.0"
"11611083","Enfant","1","26","1","2015-11-01 10:07:05.0"
"11611083","Enfant","1","39","1","2015-11-01 10:07:05.0"
"11611803","Enfant","2","34","2","2015-11-01 11:16:18.0"
"11617713","Accessoires","2","40","2","2015-11-01 12:26:09.0"
"11617713","Homme","2","40","2","2015-11-01 12:26:09.0"
"11622437","Femme","1","","0","2015-11-01 12:00:18.0"
"11625092","Femme","1","36","1","2015-11-01 18:21:10.0"
"11626002","Femme","1","38","1","2015-11-01 19:24:08.0"
"11628042","Femme","1","35","1","2015-11-01 11:02:13.0"
"11634381","Homme","1","40","1","2015-11-01 16:19:09.0"
"11640486","Femme","1","41","1","2015-11-01 13:14:12.0"
"11641934","Femme","2","39","2","2015-11-01 20:30:12.0"
"11648165","Enfant","1","33","1","2015-11-01 21:28:13.0"
"11648165","Enfant","1","39","1","2015-11-01 21:28:13.0"
"11648165","Femme","1","33","1","2015-11-01 21:28:13.0"
"11648165","Femme","1","39","1","2015-11-01 21:28:13.0"
"11654812","Femme","1","39","1","2015-11-01 10:17:08.0"
"11676432","Femme","1","39","1","2015-11-01 10:52:14.0"
"11676432","Sacs","1","39","1","2015-11-01 10:52:14.0"
"11698741","Femme","1","41","1","2015-11-01 12:59:09.0"
"11712874","Femme","1","37","1","2015-11-01 15:24:04.0"
"11715699","Homme","1","41","1","2015-11-01 15:42:15.0"
"11720726","Femme","2","42","2","2015-11-01 16:53:14.0"
"11727903","Enfant","1","32","1","2015-11-01 21:29:17.0"
"11730773","Homme","1","40","1","2015-11-01 19:23:04.0"
"11731677","Femme","1","36","1","2015-11-01 18:35:12.0"
"11741341","Femme","1","40","1","2015-11-01 10:13:04.0"
"11742824","Femme","1","41","1","2015-11-01 21:55:14.0"
"11746221","Femme","1","38","1","2015-11-01 11:46:04.0"
"11753986","Femme","1","40","1","2015-11-01 17:42:12.0"
"11773534","Homme","4","41","2","2015-11-01 21:27:08.0"
"11776850","Femme","1","41","1","2015-11-01 00:37:07.0"
"11778103","Femme","1","39","1","2015-11-01 09:50:00.0"
"11787077","Enfant","1","33","1","2015-11-01 09:28:00.0"
"11789528","Homme","1","42","1","2015-11-01 13:48:09.0"
"11792389","Femme","1","37","1","2015-11-01 22:15:18.0"
"11796376","Femme","1","39","1","2015-11-01 09:06:04.0"
"11798199","Femme","6","39","6","2015-11-01 12:29:09.0"
"11816922","Femme","1","37","1","2015-11-01 08:43:11.0"
"11817834","Enfant","1","35","1","2015-11-01 22:24:16.0"
"11822337","Femme","1","38","1","2015-11-01 19:15:12.0"
"11822337","Femme","1","43","1","2015-11-01 19:15:12.0"
"11822337","Homme","1","38","1","2015-11-01 19:15:12.0"
"11822337","Homme","1","43","1","2015-11-01 19:15:12.0"
"11823963","Femme","4","39","4","2015-11-01 11:04:17.0"
"11824361","Femme","1","40","1","2015-11-01 21:16:03.0"
"11825456","Enfant","1","34","1","2015-11-01 19:17:05.0"
"11825456","Enfant","1","38","1","2015-11-01 19:17:05.0"
"11825456","Femme","1","34","1","2015-11-01 19:17:05.0"
"11825456","Femme","1","38","1","2015-11-01 19:17:05.0"
"11829266","Enfant","1","35","1","2015-11-01 10:22:08.0"
"11830590","Femme","1","39","1","2015-11-01 15:53:13.0"
"11836206","Femme","1","","0","2015-11-01 18:28:11.0"
"11836603","Femme","1","38","1","2015-11-01 22:33:14.0"
"11836603","Femme","1","42","1","2015-11-01 22:33:14.0"
"11836603","Homme","1","38","1","2015-11-01 22:33:14.0"
"11836603","Homme","1","42","1","2015-11-01 22:33:14.0"
"11839451","Femme","1","34","1","2015-11-01 12:49:13.0"
"11847206","Homme","1","","0","2015-11-01 13:13:14.0"
"11849903","Homme","1","43","1","2015-11-01 20:32:17.0"
"11850985","Femme","1","41","1","2015-11-01 19:52:13.0"
"11850985","Sacs","1","41","1","2015-11-01 19:52:13.0"
